institution,institution_type,statut,titre,description,type,pays,regions_ciblees,date_limite_candidature,date_debut,duree,remuneration,nombre_places,secteurs,criteres_eligibilite,contact_email_enrichi,lien_externe,origine_initiative
Ministère de la Transition Numérique et de la Digitalisation,MINISTERE_AGENCE,Ouvert,Projet GENIE - Autonomisation par l'entrepreneuriat vert et numérique,35 centres numériques pour formation entrepreneuriat vert et transformation digitale,INCUBATION/FORMATION,Côte d'Ivoire,"Abidjan, San Pedro, Korhogo, Man, Daloa, Yamoussoukro, Bondoukou",Continu,Février 2025,3 ans,5.5 milliards FCFA,45000 jeunes d'ici 2027,Technologies numériques;Économie verte;Innovation,"Jeunes ivoiriens, intérêt pour numérique et développement durable",info@telecom.gouv.ci,www.telecom.gouv.ci,PUBLIC
Ministère de la Transition Numérique et de la Digitalisation,MINISTERE_AGENCE,Ouvert,Fonds Ivoirien de l'Innovation et des Technologies (FIIT),Dispositif de financement des startups et projets numériques avec participation État-secteur privé,FINANCEMENT,Côte d'Ivoire,National,Continu,Juillet 2025,Permanent,450 milliards FCFA (25% État + 75% privé),Illimité,Startups numériques;Technologies innovantes,"Projets à fort potentiel technologique, partenariats requis",info@telecom.gouv.ci,www.telecom.gouv.ci,PUBLIC
ANSUT,MINISTERE_AGENCE,Ouvert,Programmes ANSUT Connect 2025,"Activation Réseau National Haut Débit, connectivité rurale, formations numériques Genius",FORMATION,Côte d'Ivoire,National + 240 villages,Continu,2025,Permanent,Budget État + partenaires,Villages ruraux + étudiants,Télécommunications;Inclusion numérique;Formation digitale,"Villages non connectés, étudiants, entrepreneurs numériques",ansut@ansut.ci,www.ansut.ci,PUBLIC
Agence Côte d'Ivoire PME,MINISTERE_AGENCE,Ouvert,Programme d'incubation express,2 cohortes de 20 startups avec incubation de 3 mois,ACCELERATION,Côte d'Ivoire,National,Continu,2025,3 mois par cohorte,Variable selon projets,40 startups par an,Digital;Restauration;Tourisme;Transport;Industries créatives,"Startups secteurs prioritaires, jeunes/femmes encouragés",contact@cipme.ci,www.cipme.ci,PUBLIC
Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,MINISTERE_AGENCE,Ouvert,Programmes Nationaux de Recherche (PNR),"3 programmes: Innovation agricole, Changement climatique, Mines et énergies",FORMATION,Côte d'Ivoire,National,Continu,2024,2 ans,Financement AFD,Variable,Agriculture durable;Environnement;Mines;Énergies,"Équipes de recherche, innovateurs, startups deeptech",info@enseignement.gouv.ci,www.enseignement.gouv.ci,PUBLIC
FDFP,FONDS_INVESTISSEMENT,Ouvert,Fonds de Développement de la Formation Professionnelle,"Plans de formation entreprise, apprentissage, reconversion professionnelle",FORMATION,Côte d'Ivoire,National,Continu,1991,Permanent,10 milliards FCFA/an redistribués,Illimité,Tous secteurs,"Entreprises cotisantes, artisans associés",info@fdfp.ci,www.fdfp.ci,PUBLIC
AGEFOP,MINISTERE_AGENCE,Ouvert,Programme de Formation et Insertion Professionnelle,"Formations entrepreneuriat, GERME, techniques sectorielles, passeport-compétences",FORMATION,Côte d'Ivoire,National,Continu,1992,Permanent,Budget étatique,1000+ bénéficiaires/an,Agriculture;BTP;Services;Artisanat,"Ivoiriens 15-30 ans, niveau CM2 minimum",info@agefop.ci,www.agefop.ci,PUBLIC
Ministère de l'Enseignement Technique et de la Formation Professionnelle,MINISTERE_AGENCE,Ouvert,École de la Deuxième Chance (E2C) - PEJEDEC 3,"Formation professionnelle pour jeunes déscolarisés, apprentissage avec maîtres-artisans",FORMATION,Côte d'Ivoire,National,Continu,2021,Jusqu'en 2030,Budget gouvernemental + partenaires,400000 personnes d'ici 2030,Tous métiers,"16-35 ans qualification initiale, pas de limite pour reconversion",contact@daip.ci,www.daip.ci,PUBLIC
Ministère du Commerce et de l'Industrie,MINISTERE_AGENCE,Ouvert,Zones Économiques Spéciales et Zones Industrielles,Zone Industrielle Akoupé-Zeudji et autres zones en développement,FINANCEMENT,Côte d'Ivoire,"Akoupé-Zeudji, San Pedro, Ferkessédougou, Bouaké",Continu,2023,Permanent,1000 milliards FCFA investissement,134+ entreprises engagées,Industrie;Transformation;Logistique,"Entreprises industrielles, PME manufacturières",info@commerce.gouv.ci,www.commerce.gouv.ci,PUBLIC
CEPICI,MINISTERE_AGENCE,Ouvert,Centre de Promotion des Investissements,"Agrément code investissements, facilitation administrative pour investisseurs",INCUBATION,Côte d'Ivoire,National,Continu,Permanent,Permanent,Variable selon projets,Illimité,Tous secteurs d'investissement,Investisseurs nationaux et internationaux,contact@cepici.gouv.ci,www.cepici.gouv.ci,PUBLIC
FIPME / Ministère Commerce,FEDERATION_PUBLIQUE,Ouvert,Fonds de Soutien aux PME (FSPME),"Prêts directs 2.5%, prêts taux zéro TPE, subventions salariales",FINANCEMENT,Côte d'Ivoire,National,Continu,2020,36 mois max,15-100 millions FCFA prêts + 5M taux zéro,Illimité,Tous secteurs PME,"PME résidentes CI, 2 ans existence, CA ≤1 milliard FCFA",secretariat@fipme.ci,www.fipme.ci,PUBLIC
Ministère de l'Économie et des Finances,MINISTERE_AGENCE,Ouvert,Programme PEPITE 2030,Transformation PME/PMI en champions nationaux avec financement et accompagnement,INCUBATION,Côte d'Ivoire,National,Continu,2021,10 ans,Budget ministériel,Variable,Secteurs stratégiques PND,PME avec potentiel de croissance,info@finances.gouv.ci,www.finances.gouv.ci,PUBLIC
Ministère de la Culture et de la Francophonie,MINISTERE_AGENCE,Ouvert,Projet d'Appui aux Industries Culturelles et Créatives (ICC),Soutien industries culturelles avec réhabilitation Centre Culturel Jacques AKA Bouaké,FORMATION,Côte d'Ivoire,National + Bouaké,Continu,Septembre 2024,PND 2021-2025,11.3 milliards FCFA,Variable,Mode;Design;Arts visuels;Spectacle;Cinéma;Audiovisuel,"Acteurs culturels, artistes, entrepreneurs créatifs",info@culture.gouv.ci,www.culture.gouv.ci,PUBLIC
Ministère Culture + Ministère Jeunesse,MINISTERE_AGENCE,Ouvert,Guichet de Financement aux Acteurs de la Culture,Financement direct projets culturels individuels et collectifs,FINANCEMENT,Côte d'Ivoire,"Abidjan, Cavally, Poro",Février 2025,Janvier 2025,Variable,144.5 millions FCFA première tranche,13+ projets,Tous secteurs culturels et créatifs,Porteurs projets culturels 18-55 ans,info@culture.gouv.ci,www.culture.gouv.ci,PUBLIC
"Ministère de la Femme, de la Famille et de l'Enfant",MINISTERE_AGENCE,Ouvert,Fonds d'Appui aux Femmes de Côte d'Ivoire (FAFCI),"Microcrédit taux réduit 1% pour autonomisation féminine, 90 milliards investis depuis 2012",FINANCEMENT,Côte d'Ivoire,National,Continu,2012,Permanent,30000-500000 FCFA par bénéficiaire,420000+ femmes impactées,Commerce;Artisanat;Agriculture;AGR,"Femmes 21+ ans avec projet AGR, associations féminines",contact@fafci.org,www.fafci.org,PUBLIC
"Ministère de la Femme, de la Famille et de l'Enfant",MINISTERE_AGENCE,Ouvert,Programme Usines des Femmes de Côte d'Ivoire (USIFEM-CI),Dotation unités transformation semi-industrielle pour femmes agricultrices,FORMATION,Côte d'Ivoire,31 régions + 2 districts,Continu,2020,3 ans,4.298 milliards FCFA,30000 femmes,Transformation agricole;Agro-industrie,Associations et groupements de femmes agricultrices,contact@mffe.gouv.ci,www.femme.gouv.ci,PUBLIC
Secrétariat d'État Autonomisation des Femmes,MINISTERE_AGENCE,Ouvert,Fonds National Femmes et Développement (FNFD),Financement projets entrepreneuriaux féminins urbains sans garantie,FINANCEMENT,Côte d'Ivoire,District Abidjan prioritaire,Continu,Annuel,1 an,500 millions FCFA/an,13974+ bénéficiaires,Tous secteurs entrepreneuriat féminin,"Femmes avec projets viables, pas de garanties requises",contact@autonomisation.gouv.ci,www.femme.gouv.ci,PUBLIC
Agence Côte d'Ivoire PME + MFFE,MINISTERE_AGENCE,Ouvert,Programme d'Appui aux Femmes Exportatrices (PAFE),Accompagnement femmes agroalimentaire vers export avec formation gestion et marketing,FORMATION/ACCELERATION,Côte d'Ivoire,National,Continu,2024,Permanent,Variable,Variable,Agroalimentaire;Export,Femmes entrepreneures secteur agroalimentaire,contact@cipme.ci,www.cipme.ci,PUBLIC
Ministère des Sports et du Développement de l'Économie Sportive,MINISTERE_AGENCE,Ouvert,Budget Sports 2025 - Développement Économie Sportive,Programme triennal développement sportif avec infrastructures et formation,FINANCEMENT,Côte d'Ivoire,National,31/12/2025,Janvier 2025,1 an,58 milliards FCFA,Variable,Sport;Infrastructure sportive;Formation métiers sport,"Athlètes, fédérations, entrepreneurs sportifs",contact@sports.gouv.ci,www.sports.gouv.ci,PUBLIC
Ministère Sports + WinWin Afrique,MINISTERE_AGENCE,Ouvert,Programme Agora - Sport de Proximité,"Centres sportifs multifonctionnels de proximité, objectif 91 centres nationaux",FORMATION,Côte d'Ivoire,"Abidjan, San Pedro, Korhogo, Man, Daloa, autres villes",Continu,2016,Jusqu'en 2025,27 millions EUR prêt Trésor français,60% population visée,Sport de masse;Culture;Social,"Jeunesse, associations sportives, communautés locales",contact@sports.gouv.ci,www.sports.gouv.ci,PUBLIC
Direction Générale des Sports,MINISTERE_AGENCE,Ouvert,Direction Professionnalisation et Économie du Sport (DPES),Développement filière économique sportive avec formation métiers sport,FORMATION,Côte d'Ivoire,National,Continu,Permanent,Permanent,Variable,3000 jeunes formés,Entraînement;Fitness;Management sportif;PME sportives,"Jeunes intéressés métiers sport, PME sportives",contact@sports.gouv.ci,www.sports.gouv.ci,PUBLIC
Ministère du Tourisme et des Loisirs,MINISTERE_AGENCE,À venir,SITLA 2025 - Salon International Tourisme et Loisirs Abidjan,Salon avec thème Innovations technologiques facteur développement tourisme,CONCOURS,Côte d'Ivoire,Abidjan,19-21 septembre 2025,19 septembre 2025,3 jours,Variable,100000 visiteurs attendus,Tourisme;Hôtellerie;Loisirs;Technologies,"Professionnels tourisme, startups, investisseurs",info@tourisme.gouv.ci,www.tourisme.gouv.ci,PUBLIC
Ministère du Tourisme et des Loisirs,MINISTERE_AGENCE,Ouvert,Programme Sublime Côte d'Ivoire,Stratégie nationale pour devenir 5ème destination touristique africaine,FORMATION,Côte d'Ivoire,National,Continu,2023,Jusqu'en 2025,3200 milliards FCFA,365000 emplois visés,Tourisme;Hôtellerie;Restauration;Culture,"Entreprises touristiques, hôteliers, restaurateurs",info@tourisme.gouv.ci,www.tourisme.gouv.ci,PUBLIC
Fonds de Développement Touristique,FONDS_INVESTISSEMENT,Ouvert,Fonds de Développement Touristique (FDT),"Financement projets, investissements, développement et formation tourisme",FINANCEMENT,Côte d'Ivoire,National,Continu,2007,Permanent,Variable selon projets,Illimité,Tourisme;Hôtellerie;Restauration,Entreprises et acteurs industrie touristique,contact@fdt.ci,www.tourisme.gouv.ci,PUBLIC
Ministère des Transports,MINISTERE_AGENCE,Ouvert,Budget Transports 2025 - Modernisation Infrastructure,Budget 312 milliards FCFA pour modernisation infrastructures et mobilité,INFRASTRUCTURE/FINANCEMENT,Côte d'Ivoire,National,31/12/2025,Janvier 2025,1 an,312 milliards FCFA,Variable,Transport;Logistique;Infrastructure,"Entreprises transport, logistique, BTP",info@transports.gouv.ci,www.transports.gouv.ci,PUBLIC
Ministère des Transports,MINISTERE_AGENCE,Ouvert,Fonds de Développement du Transport Routier (FDTR),Financement renouvellement parc automobile transporteurs à 7% d'intérêt,FINANCEMENT,Côte d'Ivoire,National,Continu,2025,Permanent,8.4 millions FCFA minimum,Illimité,Transport routier,Transporteurs avec compte COOPEC,contact@fdtr.ci,www.transports.gouv.ci,PUBLIC
CODINORM,MINISTERE_AGENCE,Ouvert,Programme de Certification et Normalisation PME,"Certification produits, accès normes, accompagnement mise aux normes",FORMATION,Côte d'Ivoire,National,Continu,2016,Permanent,Variable,250+ entreprises certifiées,Tous secteurs industriels,"PME tous secteurs, 305 entreprises adhérentes",info@codinorm.ci,www.codinorm.ci,PUBLIC
OIPI/FONSTI,MINISTERE_AGENCE,Ouvert,Prix de l'Innovation FONSTI 2025,"Concours innovation avec prix 10M, 7.5M, 5M FCFA + incubation",CONCOURS,Côte d'Ivoire,National,Novembre 2025,Avril 2025,8 mois,22.5 millions FCFA total,3 lauréats + mentions,Innovation;Technologies;Recherche,"Inventeurs, chercheurs, startups, étudiants tous secteurs",soumission-projet@fonsti.org,www.fonsti.org,PUBLIC
OIPI,MINISTERE_AGENCE,Ouvert,Clubs d'Invention/Innovation - Projet INVENT'DEMAIN,Développement capacités entrepreneuriales via clubs dans lycées et universités,FORMATION,Côte d'Ivoire,National,Continu,2025,Permanent,Budget OIPI,Variable,Innovation;Propriété intellectuelle;Entrepreneuriat,"Membres clubs lycées techniques, universités",contact@oipi.ci,www.oipi.ci,PUBLIC
FIRCA,MINISTERE_AGENCE,Ouvert,Fonds Compétitif pour l'Innovation Agricole Durable (FCIAD),"Financement projets innovation agricole durable, 5ème édition en cours",FINANCEMENT/RECHERCHE,Côte d'Ivoire,National,Continu,2021,18 mois max par projet,5 milliards FCFA,Variable,Agriculture;Élevage;Pêche;Foresterie,Équipes recherche publiques/privées nationales,firca@firca.ci,www.firca.ci,PUBLIC
Gouvernement CI / BAD,MINISTERE_AGENCE,Ouvert,Youth Entrepreneurship Investment Bank (YEIB),"Financement jeunes entrepreneurs énergies renouvelables, numérique, agrobusiness",INCUBATION,Côte d'Ivoire,National,31/12/2030,Mai 2025,5 ans,139.68 millions EUR,8700 jeunes (50% femmes),Énergies renouvelables;Économie numérique;Agrobusiness;Économie bleue;Textile,"Jeunes 18-35 ans, projets secteurs prioritaires",contact@bad-yeib.ci,www.finances.gouv.ci,PUBLIC
BAD / Gouvernement CI,FONDS_INVESTISSEMENT,Ouvert,Fonds Multidonateurs Entrepreneuriat et Innovation Jeunes,Fonds multi-bailleurs pour entrepreneuriat et innovation jeunes,FINANCEMENT,Côte d'Ivoire,National,31/12/2025,2023,3 ans,42.2 millions USD,Variable,Innovation;Entrepreneuriat jeunes,Jeunes entrepreneurs innovants,youth.entrepreneurship@afdb.org,www.afdb.org,INTERNATIONAL
CDC-CI Capital,MINISTERE_AGENCE,Ouvert,Programme d'Appui à l'Écosystème des Startups,Financement amorçage et assistance startups/PME ivoiriennes,FINANCEMENT/ACCELERATION,Côte d'Ivoire,National,31/12/2025,Juin 2025,6 mois,50 millions FCFA max/bénéficiaire,100 startups/PME,Tous secteurs innovation,"Entreprises légales, 1 an activité minimum, 2 membres actifs",contact@cdcci.ci,www.cdcci.ci,PUBLIC
Côte d'Ivoire PME,MINISTERE_AGENCE,Ouvert,Programme IPAS - Investisseurs et Partenaires Accélération Sahel,Accompagnement levée de fonds et parcours financement pour PME,ACCELERATION,Côte d'Ivoire,National,Continu,2025,Variable,Variable,Variable,Agro-industrie;Chimie;Pharmaceutique;Textile,PME secteurs prioritaires PND 2021-2025,contact@cipme.ci,www.cipme.ci,PUBLIC
Côte d'Ivoire PME,MINISTERE_AGENCE,Ouvert,Programme FEMMPACT,Coopération triangulaire entrepreneuriat féminin avec Maroc et Allemagne,FORMATION,Côte d'Ivoire,National,Continu,2025,Variable,Variable,Variable,Entrepreneuriat féminin tous secteurs,Femmes entrepreneures,contact@cipme.ci,www.cipme.ci,PUBLIC
Ministères techniques,MINISTERE_AGENCE,Ouvert,Programme Présidentiel d'Urgence (PPU) - Volet Entrepreneuriat,Reconversion projets PPU vers entrepreneuriat avec 240 milliards FCFA,FINANCEMENT,Côte d'Ivoire,National,31/12/2025,2025,1 an,240 milliards FCFA,Variable,Tous secteurs,Projets entrepreneuriaux ex-PPU,contact@gouvernement.ci,www.gouv.ci,PUBLIC
SGPME,MINISTERE_AGENCE,Ouvert,Société de Garantie des Crédits aux PME Ivoiriennes - Extension 2025,Garanties crédit et accès marchés publics pour PME,SUBVENTION/FINANCEMENT,Côte d'Ivoire,National,Continu,2022,Permanent,Capital État,1773+ entreprises,Tous secteurs PME,PME avec besoin garantie crédit,contact@sgpme.ci,www.sgpme.ci,PUBLIC
Réseau Initiative CI,MINISTERE_AGENCE,Ouvert,Réseau Initiative Côte d'Ivoire (RICI) - Expansion 2025,Financement et accompagnement entrepreneurs avec appui AFD,INCUBATION,Côte d'Ivoire,National,Continu,2023,Permanent,240+ millions FCFA décaissés,161+ entrepreneurs,Tous secteurs,Entrepreneurs avec projets viables,contact@initiative-ci.org,www.initiative-ci.org,PUBLIC
ONUDI / Ministères techniques,MINISTERE_AGENCE,Ouvert,Fonds d'Appui à l'Entrepreneuriat des Jeunes ONUDI,"Sélection, formation et encadrement jeunes entrepreneurs",FORMATION,Côte d'Ivoire,National,Continu,2024,2 ans,600000 EUR,Variable,Tous secteurs,Jeunes 18-35 ans,contact@onudi.ci,www.unido.org,PUBLIC
Banque Atlantique CI,ASSOCIATION_ENTREPRENEURIALE,Ouvert,Fonds BACI Entrepreneuriat Féminin,Fonds de 5 milliards FCFA pour entrepreneuriat féminin,FINANCEMENT,Côte d'Ivoire,National,Continu,2024,Permanent,5 milliards FCFA,300+ femmes,Tous secteurs,Femmes entrepreneures avec projets,contact@banqueatlantique.ci,www.banqueatlantique.net,PUBLIC
Comoé Capital / CDC-CI,FONDS_INVESTISSEMENT,Ouvert,Comoé Capital Seed Fund,Financement 20-300 millions FCFA avec coaching pour PME,INCUBATION,Côte d'Ivoire,National,Continu,2023,10 ans,20-300 millions FCFA/entreprise,50 entreprises sur 10 ans,Tous secteurs innovants,"PME innovantes, femmes majoritaires encouragées",contact@comoe-capital.ci,www.comoe-capital.ci,PUBLIC
Ministère Économie / IFC,MINISTERE_AGENCE,Ouvert,Programme IFC Côte d'Ivoire,"Portefeuille 761 millions USD pour logement, agro-industrie, PME",FINANCEMENT,Côte d'Ivoire,National,Continu,2024,Variable,761 millions USD portefeuille,Variable,Logement;Agro-industrie;Infrastructure;PME,"PME tous secteurs, 25% femmes entrepreneures",contact@ifc.org,www.ifc.org,PUBLIC
Ministère Économie / Banque Mondiale,MINISTERE_AGENCE,Ouvert,Projet e-Agriculture,Accès informations marchés et services digitaux pour exploitants,FORMATION,Côte d'Ivoire,National,Continu,2024,3 ans,35 milliards FCFA,6.1 millions exploitants,Agriculture;Numérique,Petits exploitants agricoles,contact@eagriculture.ci,www.banquemondiale.org,PUBLIC
Gouvernement CI / Banque Mondiale,MINISTERE_AGENCE,Ouvert,Cadre de Financement Lié à la Durabilité,Premier cadre SLF africain pour projets durables et verts,FINANCEMENT,Côte d'Ivoire,National,Continu,Juillet 2025,5 ans,Variable,Variable,Énergies renouvelables;Foresterie;Développement durable,"Projets énergies renouvelables, reboisement",contact@finances.gouv.ci,www.finances.gouv.ci,PUBLIC
Ministère Agriculture / FIDA,MINISTERE_AGENCE,Ouvert,Projet d'Urgence Agricole (PUA-CI),Sécurité alimentaire et relance économie agricole post-COVID,FINANCEMENT,Côte d'Ivoire,"Nord, Centre, Ouest",Continu,2024,2 ans,12.244 milliards FCFA,Variable,Agriculture;Sécurité alimentaire,Exploitants zones ciblées,contact@agriculture.gouv.ci,www.agriculture.gouv.ci,PUBLIC
Ministère Agriculture / FIDA,MINISTERE_AGENCE,Ouvert,PROPACOM-OUEST Extension,Développement agricole zones ouest avec cofinancement UNACOOPEC,FINANCEMENT,Côte d'Ivoire,"Tonpki, Kabadougou, Folon, Bafing, Worodougou, Béré",Continu,2024,3 ans,6 milliards FCFA UNACOOPEC,Variable,Agriculture;Développement rural,Coopératives et exploitants zones ouest,contact@propacom-ci.org,www.propacom-ci.org,PUBLIC
UNACOOPEC-CI / Advans CI,ASSOCIATION_ENTREPRENEURIALE,Ouvert,Programme Microfinance Agribusiness,Microfinance pour agribusiness avec objectif 1000 milliards FCFA,FINANCEMENT,Côte d'Ivoire,National,Continu,2024,2 ans,1000 milliards FCFA visés,Variable,Cacao;Anacarde;Huile palme;Hévéa;Cultures vivrières,Coopératives et exploitants filières ciblées,contact@unacoopec.ci,www.unacoopec.ci,PUBLIC
Ministère Sports,MINISTERE_AGENCE,Ouvert,Programme d'Aisance Aquatique,Programme national natation et sécurité aquatique,FORMATION,Côte d'Ivoire,National,Continu,Octobre 2022,Permanent,Budget ministériel,Illimité,Sport;Santé;Bien-être,"Jeunesse ivoirienne, population générale",contact@sports.gouv.ci,www.sports.gouv.ci,PUBLIC
Fonds Canadien,FONDS_INVESTISSEMENT,Ouvert,Fonds Canadien Initiatives Locales (FCIL),"Financement 20000-100000 CAD pour projets paix, sécurité, égalité genres",FINANCEMENT,Côte d'Ivoire,National,Variable,2025,Variable,20000-100000 CAD/projet,Variable,Paix;Sécurité;Égalité genres;Développement durable,Projets avec analyse comparative genres,ABDJN-CFLI@international.gc.ca,www.canada.ca,INTERNATIONAL




,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Par Lamine B., 20/09/2025,,,,,,,,,,,,,,,,
